title,authors,venue,year
Active Views for Electronic Commerce,"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet",VLDB,1999
Implementing Xquery 1.0: The Galax Experience,"Gargi Sur, Mary F. Fernandez, Amélie Marian, Jérôme Siméon, Byron Choi",VLDB,2003
Rainbow: Multi-XQuery Optimization Using Materialized XML Views,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang",SIGMOD Conference,2003
Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995
Editor's Notes,Ling Liu,SIGMOD Record,2003
The TriGS Active Object-Oriented Database System - An Overview,"Gerti Kappel, Werner Retschitzegger",SIGMOD Record,1998
Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita",VLDB,1996
Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,"Samuel Kounev, Alejandro P. Buchmann",VLDB,2002
Addressing Techniques Used in Database Object Managers O2 and Orion,"Nadjiba Sahraoui, André Gamache",SIGMOD Record,1995
Complex relationships and knowledge discovery support in the InfoQuilt system,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel",VLDB J.,2003
DyDa: Data Warehouse Maintenance in Fully Concurrent Environments,"Songting Chen, Andreas Koeller, Elke A. Rundensteiner, Xin Zhang, Jun Chen",SIGMOD Conference,2001
Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams,"Lukasz Golab, M. Tamer Özsu",VLDB,2003
User-cognizant multidimensional analysis,Sunita Sarawagi,VLDB J.,2001
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003
Active Storage for Large-Scale Data Mining and Multimedia,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",VLDB,1998
The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina",VLDB,2000
Managing Distributed Workspaces with Active XML,"Angela Bonifati, Cosmin Cremarenco, Tova Milo, Gregory Cobena, Ioana Manolescu, Florin Dragan, Jérôme Baumgarten, Nicoleta Preda, Serge Abiteboul",VLDB,2003
Data Warehouse Configuration,"Timos K. Sellis, Dimitri Theodoratos",VLDB,1997
Database Principles Column - Introduction,Leonid Libkin,SIGMOD Record,1999
A Language for Manipulating Arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB,1997
Extracting Large Data Sets using DB2 Parallel Edition,Sriram Padmanabhan,VLDB,1996
The WHIPS Prototype for Data Warehouse Creation and Maintenance,"Hector Garcia-Molina, Himanshu Gupta, Wilburt Labio, Yue Zhuge, Janet L. Wiener, Jennifer Widom",SIGMOD Conference,1997
Reminiscences on Influential Papers,"Gerhard Weikum, Alon Y. Levy, Divesh Srivastava, Eric Simon, Patrick E. O'Neil, Victor Vianu, Kenneth A. Ross, Christos Faloutsos",SIGMOD Record,2000
Mixed Mode XML Query Processing,"Stratis Viglas, Josef Burger, Leonidas Galanis, Jeffrey F. Naughton, Alan Halverson, Rajasekar Krishnamurthy, David J. DeWitt, Feng Tian, Ameet Kini, Yuan Wang, Ajith Nagaraja Rao",VLDB,2003
Adaptive Selectivity Estimation Using Query Feedback,"Chung-Min Chen, Nick Roussopoulos",SIGMOD Conference,1994
Secure Bufering in Firm Real-Time Database Systems,"Jayant R. Haritsa, Binto George",VLDB J.,2000
The Impact of Technology on Commercial Transaction Processing,Edward E. Cobb,VLDB J.,1997
Garlic: a new flavor of federated query processing for DB2,"Peter M. Schwarz, Laura M. Haas, Vanja Josifovski, Eileen Tien Lin",SIGMOD Conference,2002
Graphical Interaction with Heterogeneous Databases,"Tiziana Catarci, John Cardiff, Giuseppe Santucci",VLDB J.,1997
Knowledge Discovery in Data Warehouses,Themistoklis Palpanas,SIGMOD Record,2000
nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,"Laks V. S. Lakshmanan, Frédéric Gingras",VLDB,1998
QUIET: Continuous Query-driven Index Tuning,"Eike Schallehn, Ingolf Geist, Kai-Uwe Sattler",VLDB,2003
Implementing Crash Recovery in QuickStore: A Performance Study,"Seth J. White, David J. DeWitt",SIGMOD Conference,1995
The Microsoft Repository,"David Shutt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein",VLDB,1997
An Annotated Bibliography of Benchmarks for Object Databases,Akmal B. Chaudhri,SIGMOD Record,1995
Efficient Structural Joins on Indexed XML Documents,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",VLDB,2002
Foundations of Preferences in Database Systems,Werner Kießling,VLDB,2002
Data Mining: Concepts and Techniques - Book Review,"Fernando Berzal Galiano, Nicolás Marín",SIGMOD Record,2002
Bifocal Sampling for Skew-Resistant Join Size Estimation,"Abraham Silberschatz, Sumit Ganguly, Yossi Matias, Phillip B. Gibbons",SIGMOD Conference,1996
A Transducer-Based XML Query Processor,"Bertram Ludäscher, Pratik Mukhopadhyay, Yannis Papakonstantinou",VLDB,2002
ALIAS: An Active Learning led Interactive Deduplication System,"Anuradha Bhamidipaty, Sunita Sarawagi, Chandra Mouli, Alok Kirpal",VLDB,2002
Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,"Dimitris Papadias, Timos K. Sellis, Yannis Theodoridis, Max J. Egenhofer",SIGMOD Conference,1995
Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,"Bernhard Zeller, Alfons Kemper",VLDB,2002
An Annotated Bibliography on Active Databases,"Johann Christoph Freytag, Ulrike Jaeger",SIGMOD Record,1995
Optimizing View Queries in ROLEX to Support Navigable Result Trees,"Pradeep Shenoy, Philip Bohannon, P. P. S. Narayan, Henry F. Korth, Sumit Ganguly",VLDB,2002
Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,"Fei Sha, Tatiana Chan-Sine-Ying, Georges Gardarin, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Luc Bouganim",VLDB,1999
OFL: A Functional Execution Model for Object Query Languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",SIGMOD Conference,1995
"Information Visualization, Guest Editors' Foreword","Tiziana Catarci, Isabel F. Cruz",SIGMOD Record,1996
A Critique of ANSI SQL Isolation Levels,"Philip A. Bernstein, Patrick E. O'Neil, Hal Berenson, Elizabeth J. O'Neil, Jim Melton, Jim Gray",SIGMOD Conference,1995
Issues and Evaluations of Caching Solutions for Web Application Acceleration,"Oliver Po, Divyakant Agrawal, Radu Sion, Wen-Syan Li, Wang-Pin Hsiung, Dmitri V. Kalashnikov, K. Selçuk Candan",VLDB,2002
Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos",SIGMOD Record,2000
Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),"Jochen Doppelhammer, Donald Kossmann, Thomas Höppler, Alfons Kemper",SIGMOD Conference,1997
Advances in Real-Time Database Systems Research,Azer Bestavros,SIGMOD Record,1996
OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization,"David J. DeWitt, Navin Kabra",VLDB J.,1999
Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe,VLDB,1999
Standards in Practice,"Jim Melton, Andrew Eisenberg",SIGMOD Record,1998
Dalí: A High Performance Main Memory Storage Manager,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",VLDB,1994
OdeFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, William D. Roome, H. V. Jagadish",VLDB,1994
"Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases",Leonid Libkin,SIGMOD Record,1999
Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,"Sin Yeung Lee, Tok Wang Ling",VLDB,1996
Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti, Pascale Minet",VLDB,1999
Scalablity and Availability in Oracle7 7.3,Dieter Gawlick,VLDB,1996
Algorithms for Mining Distance-Based Outliers in Large Datasets,"Raymond T. Ng, Edwin M. Knorr",VLDB,1998
Automating physical database design in a parallel database,"Chun Zhang, Guy M. Lohman, Jun Rao, Nimrod Megiddo",SIGMOD Conference,2002
Fast Time Sequence Indexing for Arbitrary Lp Norms,"Christos Faloutsos, Byoung-Kee Yi",VLDB,2000
On the Issue of Valid Time(s) in Temporal Databases,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos",SIGMOD Record,1995
An Algebraic Approach to Rule Analysis in Expert Database Systems,"Jennifer Widom, Elena Baralis",VLDB,1994
A Formal Perspective on the View Selection Problem,"Dan Suciu, Rada Chirkova, Alon Y. Halevy",VLDB,2001
Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",SIGMOD Record,1999
Concurrency and Recovery in Generalized Search Trees,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker",SIGMOD Conference,1997
Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,"S. Sudarshan, Arvind Hulgeri",VLDB,2002
Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001
Editor's (Farewell) Notes,Arie Segev,SIGMOD Record,1995
Histogram-Based Approximation of Set-Valued Query-Answers,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1999
To Weave the Web,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",VLDB,1997
The Oracle Universal Server Buffer,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge",VLDB,1997
Discovery of Influence Sets in Frequently Updated Databases,"Ioana Stanoi, Amr El Abbadi, Divyakant Agrawal, Mirek Riedewald",VLDB,2001
Editor's Notes,Ling Liu,SIGMOD Record,2001
Maintenance of Implication Integrity Constraints Under Updates to Constraints,"Naci Ishakbeyoglu, Z. Meral Özsoyoglu",VLDB J.,1998
Redo Recovery after System Crashes,"Mark R. Tuttle, David B. Lomet",VLDB,1995
Middle-tier database caching for e-business,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002
Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar,VLDB,1998
An Adaptive Data Replication Algorithm,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",ACM Trans. Database Syst.,1997
Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997
Generalized Search Trees for Database Systems,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",VLDB,1995
Editor's Notes,Jennifer Widom,SIGMOD Record,1995
Fast-Start: Quick Fault Recovery in Oracle,"Ashok Joshi, Ron Weiss, Amit Ganesh, Tirthankar Lahiri",SIGMOD Conference,2001
A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,"Matthias Jarke, Stephan Jacobs, Michael Gebhardt",SIGMOD Conference,1997
"Announcements from NSF, NASA, and Elsewhere",Xiaolei Qian,SIGMOD Record,1994
Fractal prefetching B±Trees: optimizing both cache and disk performance,"Phillip B. Gibbons, Gary Valentin, Todd C. Mowry, Shimin Chen",SIGMOD Conference,2002
Schema Mapping as Query Discovery,"Renée J. Miller, Mauricio A. Hernández, Laura M. Haas",VLDB,2000
Object-Oriented Features of DB2 Client/Server,Hamid Pirahesh,SIGMOD Conference,1994
The n-Tier Hub Technology,"Rainer A. Sommer, David Bailey, Thomas R. Gulledge",SIGMOD Record,2002
Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,William W. Cohen,SIGMOD Conference,1998
New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias",SIGMOD Conference,1998
Performance Tradeoffs for Client-Server Query Processing,"Donald Kossmann, Michael J. Franklin, Björn Þór Jónsson",SIGMOD Conference,1996
Selective information dissemination in P2P networks: problems and solutions,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas",SIGMOD Record,2003
Self-tuning Histograms: Building Histograms Without Looking at Data,"Surajit Chaudhuri, Ashraf Aboulnaga",SIGMOD Conference,1999
Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",SIGMOD Record,1997
DB2 Spatial Extender - Spatial data within the RDBMS,David W. Adler,VLDB,2001
Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"S. Muthukrishnan, Nick Koudas, Piotr Indyk",VLDB,2000
Warping Indexes with Envelope Transforms for Query by Humming,"Dennis Shasha, Yunyue Zhu",SIGMOD Conference,2003
OBK - An Online High Energy Physics' Meta-Data Repository,"L. Pedro, V. Kotov, I. Papadopoulos, L. Mapelli, A. Ribeiro, A. Amorim, R. Hart, M. Nassiakou, H. Wolters, N. Parrington, D. Liko, Yu. Ryabov, R. Jones, I. Alexandrov, L. Lucio, I. Soloviev, M. Caprini, E. Badescu, S. Kolos, M. Dobson, L. Moneta, D. Schweiger, M. Barczyk, A. Kazarov, D. Burckhart-Chromek, M. Mineev, J. Flammer",VLDB,2002
"Data Mining Using Two-Dimensional Optimized Accociation Rules: Scheme, Algorithms, and Visualization","Shinichi Morishita, Yasuhiko Morimoto, Takeshi Tokuyama, Takeshi Fukuda",SIGMOD Conference,1996
A Top-Down Approach for Two Level Serializability,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",VLDB,1994
Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,"Sacha Berger, Christoph Wieser, Sebastian Schaffert, François Bry",VLDB,2003
Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998
An Evaluation of Generic Bulk Loading Techniques,"Jochen Van den Bercken, Bernhard Seeger",VLDB,2001
Scientific OLAP for the Biotech Domain,Nam Huyn,VLDB,2001
Privacy-Preserving Data Mining,"Ramakrishnan Srikant, Rakesh Agrawal",SIGMOD Conference,2000
Evaluating Probabilistic Queries over Imprecise Data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",SIGMOD Conference,2003
Managing uncertainty in sensor database,"Sunil Prabhakar, Reynold Cheng",SIGMOD Record,2003
Fault Tolerant Design of Multimedia Servers,"Richard R. Muntz, Leana Golubchik, Steven Berson",SIGMOD Conference,1995
Edgar F. Codd: a tribute and personal memoir,C. J. Date,SIGMOD Record,2003
New TPC Benchmarks for Decision Support and Web Commerce,"Meikel Pöss, Chris Floyd",SIGMOD Record,2000
Energy and rate based MAC protocol for wireless sensor networks,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar",SIGMOD Record,2003
Distributed Top-N Query Processing with Possibly Uncooperative Local Systems,"Clement T. Yu, Weiyi Meng, George Philip",VLDB,2003
Searching on the Secondary Structure of Protein Sequences,"Jignesh M. Patel, Laurie Hammel",VLDB,2002
Guest editor's introduction,Karl Aberer,SIGMOD Record,2003
Efficient Concurrency Control for Broadcast Environments,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham",SIGMOD Conference,1999
Mining Generalized Association Rules,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1995
Mobile Computing and Databases: Anything New?,"Margaret H. Dunham, Abdelsalam Helal",SIGMOD Record,1995
Research issues for data communication in mobile ad-hoc network database systems,"Leslie D. Fife, Le Gruenwald",SIGMOD Record,2003
Association Rules over Interval Data,"Renée J. Miller, Yuping Yang",SIGMOD Conference,1997
XPath processing in a nutshell,"Reinhard Pichler, Christoph Koch, Georg Gottlob",SIGMOD Record,2003
Location-based Spatial Queries,"Jun Zhang, Dimitris Papadias, Manli Zhu, Yufei Tao, Dik Lun Lee",SIGMOD Conference,2003
Building and Customizing Data-Intensive Web Sites Using Weave,"Valérie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu",VLDB,2000
STHoles: A Multidimensional Workload-Aware Histogram,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2001
Contextualizing the Information Space in Federated Digital Libraries,"Jeroen Hoppenbrouwers, Mike P. Papazoglou",SIGMOD Record,1999
A formal perspective on the view selection problem,"Rada Chirkova, Dan Suciu, Alon Y. Halevy",VLDB J.,2002
Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",VLDB,1995
Industry Perspectives,Leonard J. Seligman,SIGMOD Record,1997
Quotient Cube: How to Summarize the Semantics of a Data Cube,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han",VLDB,2002
Finding Generalized Projected Clusters In High Dimensional Spaces,"Charu C. Aggarwal, Philip S. Yu",SIGMOD Conference,2000
Hector Garcia-Molina Speaks Out,Marianne Winslett,SIGMOD Record,2002
Efficient Maintenance of Materialized Mediated Views,"James J. Lu, Guido Moerkotte, Joachim Schü, V. S. Subrahmanian",SIGMOD Conference,1995
Improving Performance in Replicated Databases through Relaxed Coherency,"Rainer Gallersdörfer, Matthias Nicola",VLDB,1995
Supporting Procedural Constructs in SQL Compilers,Nelson Mendonça Mattos,VLDB,1996
The Zero Latency Enterprise,Dave Liles,VLDB,2000
An environmental sensor network to determine drinking water quality and security,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small",SIGMOD Record,2003
Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Surajit Chaudhuri, Nicolas Bruno, Luis Gravano",ACM Trans. Database Syst.,2002
Indexing Large Metric Spaces for Similarity Search Queries,"Z. Meral Özsoyoglu, Tolga Bozkaya",ACM Trans. Database Syst.,1999
